Date,Department or Agency Name,ARMS Department ID,Total # of Employees,# of Employees with Debt,% Employees with Debt,Total Amount Due
01/02/16,BUILDINGS,BUILDINGS,259,0,0,0
01/02/16,CULTURAL AFFAIRS,CA,78,0,0,0
01/02/16,CHICAGO BOARD OF EDUCATION,CBOE,"46,624","1,500",3.2,"10,21,074.76"
01/02/16,CITY COLLEGES OF CHICAGO,CCC,"5,730",53,0.9,"28,840.38"
01/02/16,FIRE DEPARTMENT,CFD,"4,827",44,0.9,"17,746.31"
01/02/16,CHICAGO HOUSING AUTHORITY,CHA,465,10,2.2,"1,870.55"
01/02/16,CITY CLERK,CLERK,91,0,0,0
01/02/16,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,208,0,0,0
01/02/16,CITY COUNCIL,COUNCIL,446,2,0.4,300
01/02/16,CHICAGO PARK DISTRICT,CPDT,"6,888",204,3,"1,56,377.89"
01/02/16,CHICAGO PUBLIC LIBRARY,CPL,964,4,0.4,"1,147.14"
01/02/16,CHICAGO TRANSIT AUTHORITY,CTA,"11,148","1,529",13.7,"10,34,792.92"
01/02/16,DOIT,DOIT,107,0,0,0
01/02/16,BOARD OF ELECTION COMMISSIONER,ELECTIONS,117,0,0,0
01/02/16,BOARD OF ETHICS,ETHICS,9,0,0,0
01/02/16,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,666,11,1.7,"7,920.18"
01/02/16,FINANCE,FINANCE,572,0,0,0
01/02/16,FLEET AND FACILITY MGMT,FLEETFM,922,1,0.1,462.31
01/02/16,PUBLIC HEALTH,HEALTH,533,0,0,0
01/02/16,COMMISSION ON HUMAN RELATIONS,HR,17,0,0,0
01/02/16,HUMAN RESOURCES,HUMANRESOURCES,71,1,1.4,163.44
01/02/16,IPRA,IPRA,82,0,0,0
01/02/16,OFFICE OF THE MAYOR,MAYOR,94,0,0,0
01/02/16,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,29,0,0,0
01/02/16,OFFICE OF BUDGET & MANAGEMENT,OBM,40,0,0,0
01/02/16,OFFICE OF EMERGENCY MGMT & COM,OEMC,"1,219",6,0.5,"1,969.57"
01/02/16,POLICE,POLICE,"13,487",49,0.4,"68,910.75"
01/02/16,PROCUREMENT SERV,PROCUREMENT,85,0,0,0
01/02/16,STREETS AND SANITATION,STREETSAN,"2,183",6,0.3,"19,595.46"
01/02/16,TRANSPORTATION,TRANS,"1,163",3,0.3,"1,105.64"
01/02/16,CITY TREASURER,TREASURER,20,0,0,0
01/02/16,WATER MANAGEMENT,WATER,"1,878",5,0.3,"4,369.66"
01/09/16,ADMINISTRATIVE HEARING,AHMS,38,0,0,0
01/09/16,COMM ANIMAL CARE AND CONTROL,ANIMAL,66,0,0,0
01/09/16,AVIATION,AVIATION,"1,531",3,0.2,980.22
01/09/16,BUS AFFAIRS AND CONSUMER PROT,BACP,167,0,0,0
01/09/16,BUILDINGS,BUILDINGS,259,0,0,0
01/09/16,CULTURAL AFFAIRS,CA,75,0,0,0
01/09/16,CHICAGO BOARD OF EDUCATION,CBOE,"46,624","1,489",3.2,"10,17,782.90"
01/09/16,CITY COLLEGES OF CHICAGO,CCC,"5,730",51,0.9,"27,507.09"
01/09/16,FIRE DEPARTMENT,CFD,"4,804",18,0.4,"6,885.06"
01/09/16,CHICAGO HOUSING AUTHORITY,CHA,465,10,2.2,"1,870.55"
01/09/16,CITY CLERK,CLERK,94,0,0,0
01/09/16,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,209,0,0,0
01/09/16,CITY COUNCIL,COUNCIL,398,2,0.5,300
01/09/16,CHICAGO PARK DISTRICT,CPDT,"2,991",96,3.2,"63,677.57"
01/09/16,CHICAGO PUBLIC LIBRARY,CPL,965,1,0.1,382.42
01/09/16,CHICAGO TRANSIT AUTHORITY,CTA,"11,148","1,513",13.6,"10,23,228.14"
01/09/16,DOIT,DOIT,106,0,0,0
01/09/16,BOARD OF ELECTION COMMISSIONER,ELECTIONS,117,0,0,0
01/09/16,BOARD OF ETHICS,ETHICS,9,0,0,0
01/09/16,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,668,0,0,0
01/09/16,FINANCE,FINANCE,583,0,0,0
01/09/16,FLEET AND FACILITY MGMT,FLEETFM,926,0,0,0
01/09/16,PUBLIC HEALTH,HEALTH,532,0,0,0
01/09/16,COMMISSION ON HUMAN RELATIONS,HR,17,0,0,0
01/09/16,HUMAN RESOURCES,HUMANRESOURCES,70,0,0,0
01/09/16,IPRA,IPRA,82,0,0,0
01/09/16,LAW,LAW,433,0,0,0
01/09/16,OFFICE OF THE MAYOR,MAYOR,93,0,0,0
01/09/16,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,29,0,0,0
01/09/16,OFFICE OF BUDGET & MANAGEMENT,OBM,39,0,0,0
01/09/16,OFFICE OF EMERGENCY MGMT & COM,OEMC,"1,991",16,0.8,"35,644.37"
01/09/16,POLICE,POLICE,"12,718",22,0.2,"30,007.12"
01/09/16,PROCUREMENT SERV,PROCUREMENT,85,0,0,0
01/09/16,STREETS AND SANITATION,STREETSAN,"2,188",5,0.2,"18,461.26"
01/09/16,TRANSPORTATION,TRANS,"1,087",1,0.1,118.39
01/09/16,CITY TREASURER,TREASURER,20,0,0,0
01/09/16,WATER MANAGEMENT,WATER,"1,874",4,0.2,"3,788.59"
01/16/2016,ADMINISTRATIVE HEARING,AHMS,38,0,0,0
01/16/2016,COMM ANIMAL CARE AND CONTROL,ANIMAL,66,0,0,0
01/16/2016,AVIATION,AVIATION,"1,531",3,0.2,850.53
01/16/2016,BUS AFFAIRS AND CONSUMER PROT,BACP,167,0,0,0
01/16/2016,BUILDINGS,BUILDINGS,259,0,0,0
01/16/2016,CULTURAL AFFAIRS,CA,75,0,0,0
01/16/2016,CHICAGO BOARD OF EDUCATION,CBOE,"46,624","1,360",2.9,"9,63,199.71"
01/16/2016,CITY COLLEGES OF CHICAGO,CCC,"5,730",34,0.6,"15,865.74"
01/16/2016,FIRE DEPARTMENT,CFD,"4,804",20,0.4,"9,570.73"
01/16/2016,CHICAGO HOUSING AUTHORITY,CHA,465,10,2.2,"1,870.55"
01/16/2016,CITY CLERK,CLERK,94,0,0,0
01/16/2016,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,209,0,0,0
01/16/2016,CITY COUNCIL,COUNCIL,398,2,0.5,300
01/16/2016,CHICAGO PARK DISTRICT,CPDT,"2,991",55,1.8,"40,827.05"
01/16/2016,CHICAGO PUBLIC LIBRARY,CPL,965,1,0.1,383.07
01/16/2016,CHICAGO TRANSIT AUTHORITY,CTA,"11,148","1,501",13.5,"10,15,872.89"
01/16/2016,BOARD OF ELECTION COMMISSIONER,ELECTIONS,117,0,0,0
01/16/2016,BOARD OF ETHICS,ETHICS,9,0,0,0
01/16/2016,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,668,0,0,0
01/16/2016,FINANCE,FINANCE,583,0,0,0
01/16/2016,FLEET AND FACILITY MGMT,FLEETFM,926,0,0,0
01/16/2016,PUBLIC HEALTH,HEALTH,532,0,0,0
01/16/2016,COMMISSION ON HUMAN RELATIONS,HR,17,0,0,0
01/16/2016,HUMAN RESOURCES,HUMANRESOURCES,70,0,0,0
01/16/2016,IPRA,IPRA,82,0,0,0
01/16/2016,LAW,LAW,433,0,0,0
01/16/2016,OFFICE OF THE MAYOR,MAYOR,93,0,0,0
01/16/2016,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,29,0,0,0
01/16/2016,OFFICE OF BUDGET & MANAGEMENT,OBM,39,0,0,0
01/16/2016,OFFICE OF EMERGENCY MGMT & COM,OEMC,"1,991",17,0.9,"40,061.46"
01/16/2016,POLICE,POLICE,"12,718",16,0.1,"28,774.39"
01/16/2016,PROCUREMENT SERV,PROCUREMENT,85,0,0,0
01/16/2016,STREETS AND SANITATION,STREETSAN,"2,188",4,0.2,"12,288.33"
01/16/2016,TRANSPORTATION,TRANS,"1,087",1,0.1,118.39
01/16/2016,CITY TREASURER,TREASURER,20,0,0,0
01/16/2016,WATER MANAGEMENT,WATER,"1,874",4,0.2,"3,791.31"
01/23/2016,ADMINISTRATIVE HEARING,AHMS,38,3,7.9,916.5
01/23/2016,COMM ANIMAL CARE AND CONTROL,ANIMAL,66,2,3,"1,500.00"
01/23/2016,AVIATION,AVIATION,"1,531",74,4.8,"35,554.99"
01/23/2016,BUS AFFAIRS AND CONSUMER PROT,BACP,167,7,4.2,"3,788.75"
01/23/2016,BUILDINGS,BUILDINGS,259,10,3.9,"5,804.81"
01/23/2016,CULTURAL AFFAIRS,CA,75,0,0,0
01/23/2016,CHICAGO BOARD OF EDUCATION,CBOE,"46,624","2,854",6.1,"19,62,219.89"
01/23/2016,CITY COLLEGES OF CHICAGO,CCC,"5,730",212,3.7,"1,37,413.07"
01/23/2016,FIRE DEPARTMENT,CFD,"4,804",231,4.8,"1,16,336.00"
01/23/2016,CHICAGO HOUSING AUTHORITY,CHA,465,38,8.2,"32,764.11"
01/23/2016,CITY CLERK,CLERK,94,7,7.4,"2,109.92"
01/23/2016,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,209,8,3.8,"3,178.40"
01/23/2016,CITY COUNCIL,COUNCIL,398,18,4.5,"5,676.44"
01/23/2016,CHICAGO PARK DISTRICT,CPDT,"2,991",192,6.4,"1,30,543.42"
01/23/2016,CHICAGO PUBLIC LIBRARY,CPL,965,29,3,"11,389.99"
01/23/2016,CHICAGO TRANSIT AUTHORITY,CTA,"11,148","2,182",19.6,"16,68,508.14"
01/23/2016,DOIT,DOIT,106,5,4.7,"1,030.00"
01/23/2016,BOARD OF ELECTION COMMISSIONER,ELECTIONS,117,6,5.1,"4,622.89"
01/23/2016,BOARD OF ETHICS,ETHICS,9,0,0,0
01/23/2016,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,668,29,4.3,"12,060.01"
01/23/2016,FINANCE,FINANCE,583,19,3.3,"6,070.94"
01/23/2016,FLEET AND FACILITY MGMT,FLEETFM,926,31,3.3,"13,399.06"
01/23/2016,PUBLIC HEALTH,HEALTH,532,25,4.7,"11,205.16"
01/23/2016,COMMISSION ON HUMAN RELATIONS,HR,17,0,0,0
01/23/2016,HUMAN RESOURCES,HUMANRESOURCES,70,0,0,0
01/23/2016,IPRA,IPRA,82,5,6.1,"2,020.74"
01/23/2016,LAW,LAW,433,9,2.1,"1,995.51"
01/23/2016,OFFICE OF THE MAYOR,MAYOR,93,2,2.2,270
01/23/2016,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,29,0,0,0
01/23/2016,OFFICE OF BUDGET & MANAGEMENT,OBM,39,1,2.6,300
01/23/2016,OFFICE OF EMERGENCY MGMT & COM,OEMC,"1,991",139,7,"1,16,011.22"
01/23/2016,POLICE,POLICE,"12,718",292,2.3,"1,30,421.22"
01/23/2016,PROCUREMENT SERV,PROCUREMENT,85,6,7.1,"2,069.85"
01/23/2016,STREETS AND SANITATION,STREETSAN,"2,188",167,7.6,"80,334.38"
01/23/2016,TRANSPORTATION,TRANS,"1,087",63,5.8,"24,197.50"
01/23/2016,CITY TREASURER,TREASURER,20,0,0,0
01/23/2016,WATER MANAGEMENT,WATER,"1,874",122,6.5,"64,019.55"
02/06/16,ADMINISTRATIVE HEARING,AHMS,38,2,5.3,716.5
02/06/16,COMM ANIMAL CARE AND CONTROL,ANIMAL,66,1,1.5,530
02/06/16,AVIATION,AVIATION,"1,524",50,3.3,"15,848.08"
02/06/16,BUS AFFAIRS AND CONSUMER PROT,BACP,164,6,3.7,"3,140.48"
02/06/16,BUILDINGS,BUILDINGS,259,4,1.5,"1,150.00"
02/06/16,CULTURAL AFFAIRS,CA,74,0,0,0
02/06/16,CHICAGO BOARD OF EDUCATION,CBOE,"46,624","2,684",5.8,"18,71,243.68"
02/06/16,CITY COLLEGES OF CHICAGO,CCC,"5,730",171,3,"1,23,160.38"
02/06/16,FIRE DEPARTMENT,CFD,"4,802",173,3.6,"92,557.63"
02/06/16,CHICAGO HOUSING AUTHORITY,CHA,465,27,5.8,"29,367.42"
02/06/16,CITY CLERK,CLERK,92,3,3.3,905.38
02/06/16,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,208,6,2.9,"2,563.61"
02/06/16,CITY COUNCIL,COUNCIL,393,15,3.8,"4,622.44"
02/06/16,CHICAGO PARK DISTRICT,CPDT,"2,991",174,5.8,"1,21,823.63"
02/06/16,CHICAGO PUBLIC LIBRARY,CPL,961,28,2.9,"10,796.52"
02/06/16,CHICAGO TRANSIT AUTHORITY,CTA,"11,148","2,089",18.7,"15,93,979.52"
02/06/16,DOIT,DOIT,104,3,2.9,700
02/06/16,BOARD OF ELECTION COMMISSIONER,ELECTIONS,117,5,4.3,"3,952.80"
02/06/16,BOARD OF ETHICS,ETHICS,9,0,0,0
02/06/16,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,659,24,3.6,"10,737.83"
02/06/16,FINANCE,FINANCE,577,8,1.4,"2,524.84"
02/06/16,FLEET AND FACILITY MGMT,FLEETFM,933,25,2.7,"13,777.02"
02/06/16,PUBLIC HEALTH,HEALTH,527,13,2.5,"5,750.79"
02/06/16,COMMISSION ON HUMAN RELATIONS,HR,17,0,0,0
02/06/16,HUMAN RESOURCES,HUMANRESOURCES,70,0,0,0
02/06/16,IPRA,IPRA,82,5,6.1,"2,020.74"
02/06/16,LAW,LAW,408,5,1.2,"1,166.53"
02/06/16,OFFICE OF THE MAYOR,MAYOR,86,0,0,0
02/06/16,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,28,0,0,0
02/06/16,OFFICE OF BUDGET & MANAGEMENT,OBM,38,1,2.6,300
02/06/16,OFFICE OF EMERGENCY MGMT & COM,OEMC,"1,984",122,6.1,"1,09,020.73"
02/06/16,POLICE,POLICE,"12,642",121,1,"78,520.98"
02/06/16,PROCUREMENT SERV,PROCUREMENT,81,5,6.2,"1,662.90"
02/06/16,STREETS AND SANITATION,STREETSAN,"2,168",131,6,"65,508.30"
02/06/16,TRANSPORTATION,TRANS,"1,071",42,3.9,"19,434.42"
02/06/16,CITY TREASURER,TREASURER,22,0,0,0
02/06/16,WATER MANAGEMENT,WATER,"1,847",80,4.3,"39,301.35"
02/13/2016,ADMINISTRATIVE HEARING,AHMS,38,2,5.3,716.5
02/13/2016,COMM ANIMAL CARE AND CONTROL,ANIMAL,66,1,1.5,530
02/13/2016,AVIATION,AVIATION,"1,524",42,2.8,"13,658.32"
02/13/2016,BUS AFFAIRS AND CONSUMER PROT,BACP,164,6,3.7,"3,141.34"
02/13/2016,BUILDINGS,BUILDINGS,259,4,1.5,"1,150.00"
02/13/2016,CULTURAL AFFAIRS,CA,74,0,0,0
02/13/2016,CHICAGO BOARD OF EDUCATION,CBOE,"46,624","2,593",5.6,"18,32,117.01"
02/13/2016,CITY COLLEGES OF CHICAGO,CCC,"5,730",156,2.7,"1,17,271.17"
02/13/2016,FIRE DEPARTMENT,CFD,"4,802",138,2.9,"73,277.53"
02/13/2016,CHICAGO HOUSING AUTHORITY,CHA,465,27,5.8,"29,378.20"
02/13/2016,CITY CLERK,CLERK,92,3,3.3,856.11
02/13/2016,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,208,6,2.9,"2,564.54"
02/13/2016,CITY COUNCIL,COUNCIL,393,14,3.6,"4,472.44"
02/13/2016,CHICAGO PARK DISTRICT,CPDT,"2,991",155,5.2,"1,14,534.47"
02/13/2016,CHICAGO PUBLIC LIBRARY,CPL,961,26,2.7,"10,262.46"
02/13/2016,CHICAGO TRANSIT AUTHORITY,CTA,"11,148","2,050",18.4,"15,47,855.67"
02/13/2016,DOIT,DOIT,104,2,1.9,250
02/13/2016,BOARD OF ELECTION COMMISSIONER,ELECTIONS,117,4,3.4,"3,826.24"
02/13/2016,BOARD OF ETHICS,ETHICS,9,0,0,0
02/13/2016,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,659,20,3,"9,284.35"
02/13/2016,FINANCE,FINANCE,577,6,1,"1,338.46"
02/13/2016,FLEET AND FACILITY MGMT,FLEETFM,933,21,2.3,"12,518.21"
02/13/2016,PUBLIC HEALTH,HEALTH,527,4,0.8,"3,201.54"
02/13/2016,COMMISSION ON HUMAN RELATIONS,HR,17,0,0,0
02/13/2016,HUMAN RESOURCES,HUMANRESOURCES,70,0,0,0
02/13/2016,IPRA,IPRA,82,4,4.9,"1,820.74"
02/13/2016,LAW,LAW,408,5,1.2,"1,167.04"
02/13/2016,OFFICE OF THE MAYOR,MAYOR,86,0,0,0
02/13/2016,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,28,0,0,0
02/13/2016,OFFICE OF BUDGET & MANAGEMENT,OBM,38,1,2.6,300
02/13/2016,OFFICE OF EMERGENCY MGMT & COM,OEMC,"1,984",116,5.8,"1,03,777.46"
02/13/2016,POLICE,POLICE,"12,642",102,0.8,"69,400.55"
02/13/2016,PROCUREMENT SERV,PROCUREMENT,81,5,6.2,"1,662.90"
02/13/2016,STREETS AND SANITATION,STREETSAN,"2,168",115,5.3,"59,018.62"
02/13/2016,TRANSPORTATION,TRANS,"1,071",35,3.3,"15,829.09"
02/13/2016,CITY TREASURER,TREASURER,22,0,0,0
02/13/2016,WATER MANAGEMENT,WATER,"1,847",69,3.7,"32,186.24"
02/20/2016,ADMINISTRATIVE HEARING,AHMS,38,2,5.3,716.5
02/20/2016,COMM ANIMAL CARE AND CONTROL,ANIMAL,66,1,1.5,530
02/20/2016,AVIATION,AVIATION,"1,524",39,2.6,"12,813.04"
02/20/2016,BUS AFFAIRS AND CONSUMER PROT,BACP,164,6,3.7,"3,142.20"
02/20/2016,BUILDINGS,BUILDINGS,259,2,0.8,630
02/20/2016,CULTURAL AFFAIRS,CA,74,0,0,0
02/20/2016,CHICAGO BOARD OF EDUCATION,CBOE,"46,624","2,550",5.5,"18,08,652.37"
02/20/2016,CITY COLLEGES OF CHICAGO,CCC,"5,730",150,2.6,"1,11,103.95"
02/20/2016,FIRE DEPARTMENT,CFD,"4,802",117,2.4,"63,087.33"
02/20/2016,CHICAGO HOUSING AUTHORITY,CHA,465,21,4.5,"27,841.87"
02/20/2016,CITY CLERK,CLERK,92,1,1.1,536.11
02/20/2016,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,208,5,2.4,"2,008.05"
02/20/2016,CITY COUNCIL,COUNCIL,393,13,3.3,"4,342.44"
02/20/2016,CHICAGO PARK DISTRICT,CPDT,"2,991",143,4.8,"1,12,121.23"
02/20/2016,CHICAGO PUBLIC LIBRARY,CPL,961,23,2.4,"9,565.27"
02/20/2016,CHICAGO TRANSIT AUTHORITY,CTA,"11,148","2,024",18.2,"15,13,185.88"
02/20/2016,DOIT,DOIT,104,2,1.9,250
02/20/2016,BOARD OF ELECTION COMMISSIONER,ELECTIONS,117,1,0.9,"2,579.49"
02/20/2016,BOARD OF ETHICS,ETHICS,9,0,0,0
02/20/2016,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,659,18,2.7,"8,708.36"
02/20/2016,FINANCE,FINANCE,577,6,1,"1,338.46"
02/20/2016,FLEET AND FACILITY MGMT,FLEETFM,933,19,2,"12,046.21"
02/20/2016,PUBLIC HEALTH,HEALTH,527,4,0.8,"3,155.33"
02/20/2016,COMMISSION ON HUMAN RELATIONS,HR,17,0,0,0
02/20/2016,HUMAN RESOURCES,HUMANRESOURCES,70,0,0,0
02/20/2016,IPRA,IPRA,82,3,3.7,"1,070.74"
02/20/2016,LAW,LAW,408,2,0.5,400
02/20/2016,OFFICE OF THE MAYOR,MAYOR,86,0,0,0
02/20/2016,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,28,0,0,0
02/20/2016,OFFICE OF BUDGET & MANAGEMENT,OBM,38,1,2.6,300
02/20/2016,OFFICE OF EMERGENCY MGMT & COM,OEMC,"1,984",97,4.9,"97,017.40"
02/20/2016,POLICE,POLICE,"12,642",78,0.6,"60,318.45"
02/20/2016,PROCUREMENT SERV,PROCUREMENT,81,0,0,0
02/20/2016,STREETS AND SANITATION,STREETSAN,"2,168",104,4.8,"53,017.49"
02/20/2016,TRANSPORTATION,TRANS,"1,071",28,2.6,"12,218.50"
02/20/2016,CITY TREASURER,TREASURER,22,0,0,0
02/20/2016,WATER MANAGEMENT,WATER,"1,847",60,3.2,"28,045.34"
02/27/2016,ADMINISTRATIVE HEARING,AHMS,38,2,5.3,716.5
02/27/2016,COMM ANIMAL CARE AND CONTROL,ANIMAL,66,1,1.5,400
02/27/2016,AVIATION,AVIATION,"1,524",24,1.6,"7,836.29"
02/27/2016,BUS AFFAIRS AND CONSUMER PROT,BACP,164,5,3,"2,743.07"
02/27/2016,BUILDINGS,BUILDINGS,259,1,0.4,300
02/27/2016,CULTURAL AFFAIRS,CA,74,0,0,0
02/27/2016,CHICAGO BOARD OF EDUCATION,CBOE,"46,624","2,296",4.9,"16,87,659.64"
02/27/2016,CITY COLLEGES OF CHICAGO,CCC,"5,730",108,1.9,"1,00,555.72"
02/27/2016,FIRE DEPARTMENT,CFD,"4,802",100,2.1,"55,806.84"
02/27/2016,CHICAGO HOUSING AUTHORITY,CHA,465,19,4.1,"26,533.88"
02/27/2016,CITY CLERK,CLERK,92,0,0,0
02/27/2016,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,208,4,1.9,"1,850.39"
02/27/2016,CITY COUNCIL,COUNCIL,393,6,1.5,"2,303.40"
02/27/2016,CHICAGO PARK DISTRICT,CPDT,"2,991",136,4.5,"1,03,021.24"
02/27/2016,CHICAGO PUBLIC LIBRARY,CPL,961,21,2.2,"8,999.60"
02/27/2016,CHICAGO TRANSIT AUTHORITY,CTA,"11,148","1,988",17.8,"14,80,079.70"
02/27/2016,DOIT,DOIT,104,2,1.9,250
02/27/2016,BOARD OF ELECTION COMMISSIONER,ELECTIONS,117,0,0,0
02/27/2016,BOARD OF ETHICS,ETHICS,9,0,0,0
02/27/2016,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,659,16,2.4,"8,294.29"
02/27/2016,FINANCE,FINANCE,577,0,0,0
02/27/2016,FLEET AND FACILITY MGMT,FLEETFM,933,15,1.6,"8,315.12"
02/27/2016,PUBLIC HEALTH,HEALTH,527,2,0.4,"2,612.45"
02/27/2016,COMMISSION ON HUMAN RELATIONS,HR,17,0,0,0
02/27/2016,HUMAN RESOURCES,HUMANRESOURCES,70,0,0,0
02/27/2016,IPRA,IPRA,82,1,1.2,200
02/27/2016,LAW,LAW,408,1,0.2,200
02/27/2016,OFFICE OF THE MAYOR,MAYOR,86,0,0,0
02/27/2016,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,28,0,0,0
02/27/2016,OFFICE OF BUDGET & MANAGEMENT,OBM,38,0,0,0
02/27/2016,OFFICE OF EMERGENCY MGMT & COM,OEMC,"1,984",85,4.3,"89,249.16"
02/27/2016,POLICE,POLICE,"12,642",53,0.4,"51,471.38"
02/27/2016,PROCUREMENT SERV,PROCUREMENT,81,0,0,0
02/27/2016,STREETS AND SANITATION,STREETSAN,"2,168",64,3,"34,331.29"
02/27/2016,TRANSPORTATION,TRANS,"1,071",8,0.7,"3,134.72"
02/27/2016,CITY TREASURER,TREASURER,22,0,0,0
02/27/2016,WATER MANAGEMENT,WATER,"1,847",10,0.5,"8,797.78"
03/19/2016,ADMINISTRATIVE HEARING,AHMS,38,0,0,0
03/19/2016,COMM ANIMAL CARE AND CONTROL,ANIMAL,67,1,1.5,400
03/19/2016,AVIATION,AVIATION,"1,513",5,0.3,"1,078.45"
03/19/2016,BUS AFFAIRS AND CONSUMER PROT,BACP,161,3,1.9,"1,606.57"
03/19/2016,BUILDINGS,BUILDINGS,265,0,0,0
03/19/2016,CULTURAL AFFAIRS,CA,74,0,0,0
03/19/2016,CHICAGO BOARD OF EDUCATION,CBOE,"46,624","2,034",4.4,"15,69,486.19"
03/19/2016,CITY COLLEGES OF CHICAGO,CCC,"5,730",71,1.2,"86,766.69"
03/19/2016,FIRE DEPARTMENT,CFD,"4,794",69,1.4,"39,209.14"
03/19/2016,CHICAGO HOUSING AUTHORITY,CHA,465,19,4.1,"26,165.23"
03/19/2016,CITY CLERK,CLERK,94,0,0,0
03/19/2016,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,207,2,1,800
03/19/2016,CITY COUNCIL,COUNCIL,397,5,1.3,"2,103.40"
03/19/2016,CHICAGO PARK DISTRICT,CPDT,"2,992",126,4.2,"95,617.70"
03/19/2016,CHICAGO PUBLIC LIBRARY,CPL,959,12,1.3,"4,709.29"
03/19/2016,CHICAGO TRANSIT AUTHORITY,CTA,"11,148","1,916",17.2,"14,24,761.80"
03/19/2016,DOIT,DOIT,102,1,1,130
03/19/2016,BOARD OF ELECTION COMMISSIONER,ELECTIONS,117,0,0,0
03/19/2016,BOARD OF ETHICS,ETHICS,9,0,0,0
03/19/2016,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,650,1,0.2,400
03/19/2016,FINANCE,FINANCE,574,0,0,0
03/19/2016,FLEET AND FACILITY MGMT,FLEETFM,936,1,0.1,120
03/19/2016,PUBLIC HEALTH,HEALTH,530,2,0.4,"2,623.01"
03/19/2016,COMMISSION ON HUMAN RELATIONS,HR,16,0,0,0
03/19/2016,HUMAN RESOURCES,HUMANRESOURCES,70,0,0,0
03/19/2016,IPRA,IPRA,80,0,0,0
03/19/2016,LAW,LAW,418,0,0,0
03/19/2016,OFFICE OF THE MAYOR,MAYOR,85,0,0,0
03/19/2016,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,28,0,0,0
03/19/2016,OFFICE OF BUDGET & MANAGEMENT,OBM,39,0,0,0
03/19/2016,OFFICE OF EMERGENCY MGMT & COM,OEMC,"1,968",36,1.8,"62,627.77"
03/19/2016,POLICE,POLICE,"12,604",34,0.3,"45,805.92"
03/19/2016,PROCUREMENT SERV,PROCUREMENT,82,0,0,0
03/19/2016,STREETS AND SANITATION,STREETSAN,"2,164",12,0.6,"14,505.39"
03/19/2016,TRANSPORTATION,TRANS,"1,067",0,0,0
03/19/2016,CITY TREASURER,TREASURER,22,0,0,0
03/19/2016,WATER MANAGEMENT,WATER,"1,840",6,0.3,"5,196.30"
03/26/2016,ADMINISTRATIVE HEARING,AHMS,38,0,0,0
03/26/2016,COMM ANIMAL CARE AND CONTROL,ANIMAL,67,1,1.5,400
03/26/2016,AVIATION,AVIATION,"1,513",5,0.3,963.45
03/26/2016,BUS AFFAIRS AND CONSUMER PROT,BACP,161,3,1.9,"1,607.44"
03/26/2016,BUILDINGS,BUILDINGS,265,0,0,0
03/26/2016,CULTURAL AFFAIRS,CA,74,0,0,0
03/26/2016,CHICAGO BOARD OF EDUCATION,CBOE,"46,624","1,920",4.1,"15,17,063.13"
03/26/2016,CITY COLLEGES OF CHICAGO,CCC,"5,730",69,1.2,"86,037.62"
03/26/2016,FIRE DEPARTMENT,CFD,"4,794",48,1,"24,872.05"
03/26/2016,CHICAGO HOUSING AUTHORITY,CHA,465,17,3.7,"25,932.21"
03/26/2016,CITY CLERK,CLERK,94,0,0,0
03/26/2016,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,207,2,1,800
03/26/2016,CITY COUNCIL,COUNCIL,397,5,1.3,"2,103.40"
03/26/2016,CHICAGO PARK DISTRICT,CPDT,"2,992",121,4,"91,615.16"
03/26/2016,CHICAGO PUBLIC LIBRARY,CPL,959,12,1.3,"4,709.29"
03/26/2016,CHICAGO TRANSIT AUTHORITY,CTA,"11,148","1,899",17,"14,05,884.24"
03/26/2016,DOIT,DOIT,102,1,1,130
03/26/2016,BOARD OF ELECTION COMMISSIONER,ELECTIONS,117,0,0,0
